iter	RMSE
681	1436.373336
682	1436.221053
683	1436.066787
684	1435.899326
685	1435.672928
686	1435.530399
687	1435.246991
688	1435.098615
689	1434.993739
690	1434.69016
691	1434.546613
692	1434.375008
693	1434.237754
694	1434.15941
695	1434.024316
696	1433.929801
697	1433.842806
698	1433.6759
699	1433.577839
700	1433.484821
701	1433.363878
702	1433.049152
703	1432.924352
704	1432.822951
705	1432.728139
706	1432.573381
707	1432.439262
708	1432.316212
709	1432.122014
710	1432.003222
711	1431.863718
712	1431.763877
713	1431.622783
714	1431.414305
715	1431.292127
716	1431.229398
717	1431.06404
718	1430.946064
719	1430.827429
720	1430.669931
721	1430.576384
722	1430.453383
723	1430.348722
724	1430.190919
725	1429.901887
726	1429.795308
727	1429.7156
728	1429.508505
729	1429.466821
730	1429.368088
731	1429.314885
732	1429.155754
733	1429.134906
734	1428.994909
735	1428.806745
736	1428.480494
737	1428.358316
738	1428.124364
739	1428.020672
740	1427.84445
741	1427.734568
742	1427.595857
743	1427.430529
744	1427.256826
745	1427.073534
746	1426.982969
747	1426.924202
748	1426.752534
749	1426.644337
750	1426.536034
751	1426.462096
752	1426.323982
753	1426.14715
754	1426.029007
755	1425.977544
756	1425.857461
757	1425.767657
758	1425.628988
759	1425.561774
760	1425.398553
761	1425.358323
762	1425.206078
763	1425.099895
764	1424.831264
765	1424.674528
766	1424.513579
767	1424.437857
768	1424.325429
769	1424.185727
770	1424.064764
771	1423.957158
772	1423.870949
773	1423.780708
774	1423.657678
775	1423.518877
776	1423.292738
777	1423.242372
778	1423.135529
779	1423.067736
780	1422.938683
781	1422.8793
782	1422.758877
783	1422.597637
784	1422.515499
785	1422.361777
786	1422.120359
787	1421.979543
788	1421.850876
789	1421.705364
790	1421.621175
791	1421.548831
792	1421.438453
793	1421.33533
794	1421.253497
795	1421.132489
796	1420.982607
797	1420.855418
798	1420.774024
799	1420.635437
800	1420.528358
801	1420.360463
802	1420.261405
803	1420.148463
804	1420.007924
805	1419.898144
806	1419.771421
807	1419.640259
808	1419.542601
809	1419.472162
810	1419.36762
811	1419.25159
812	1419.14382
813	1419.039393
814	1418.989406
815	1418.900895
816	1418.824336
817	1418.655742
818	1418.58643
819	1418.507093
820	1418.41292
821	1418.292866
822	1418.187614
823	1418.09633
824	1417.923773
825	1417.767384
826	1417.670703
827	1417.606283
828	1417.410377
829	1417.288664
830	1417.221309
831	1417.128221
832	1416.975001
833	1416.879472
834	1416.6596
835	1416.592241
836	1416.504014
837	1416.373314
838	1416.275301
839	1416.031065
840	1415.873255
841	1415.700235
842	1415.569731
843	1415.428884
844	1415.338965
845	1415.24508
846	1415.096785
847	1414.994086
848	1414.884273
849	1414.728419
850	1414.61492
851	1414.490691
852	1414.319745
853	1414.123625
854	1413.817197
855	1413.720993
856	1413.655567
857	1413.458264
858	1413.415174
859	1413.314344
860	1413.258845
861	1413.138732
862	1413.021752
863	1412.895586
864	1412.814878
865	1412.70827
866	1412.619005
867	1412.491103
868	1412.357491
869	1412.258526
870	1412.132588
871	1412.053269
872	1411.782773
873	1411.681874
874	1411.553165
875	1411.400334
876	1411.320606
877	1411.208637
878	1411.061795
879	1410.713719
880	1410.597195
881	1410.419406
882	1410.312354
883	1410.187731
884	1410.07994
885	1409.922549
886	1409.791329
887	1409.662715
888	1409.5821
889	1409.474831
890	1409.340338
891	1409.249185
892	1409.176745
893	1409.026703
894	1408.725705
895	1408.623188
896	1408.445124
897	1408.361564
898	1408.154087
899	1408.024353
900	1407.939452
901	1407.790333
902	1407.627329
903	1407.46986
904	1407.357032
905	1407.242667
906	1407.125387
907	1407.077913
908	1407.045525
909	1406.94889
910	1406.802085
911	1406.738697
912	1406.67436
913	1406.595368
914	1406.46393
915	1406.318953
916	1406.206822
917	1406.144904
918	1406.025541
919	1405.857264
920	1405.749882
921	1405.586854
922	1405.471174
923	1405.36915
924	1405.238227
925	1405.132906
926	1405.074884
927	1404.993781
928	1404.916328
929	1404.729053
930	1404.627263
931	1404.548613
932	1404.432543
933	1404.376183
934	1404.271387
935	1404.206887
936	1404.08752
937	1403.96001
938	1403.883461
939	1403.778132
940	1403.736296
941	1403.590719
942	1403.454175
943	1403.367061
944	1403.253579
945	1403.08666
946	1402.989669
947	1402.897123
948	1402.844284
949	1402.762816
950	1402.687839
951	1402.589282
952	1402.508928
953	1402.354307
954	1402.257972
955	1402.169962
956	1402.109829
957	1402.053598
958	1401.991058
959	1401.884112
960	1401.782797
961	1401.693794
962	1401.628011
963	1401.554107
964	1401.483486
965	1401.354879
966	1401.263305
967	1401.15684
968	1401.121419
969	1401.024711
970	1400.939598
971	1400.817125
972	1400.709047
973	1400.596156
974	1400.428524
975	1400.323226
976	1400.172849
977	1400.077979
978	1400.02073
979	1399.894944
980	1399.801565
981	1399.744395
982	1399.673507
983	1399.522454
984	1399.411286
985	1399.257517
986	1399.151346
987	1399.048369
988	1398.99044
989	1398.907273
990	1398.826902
991	1398.776891
992	1398.687467
993	1398.652226
994	1398.540772
995	1398.471897
996	1398.390092
997	1398.325726
998	1398.220452
999	1398.105808
